galaxy,radius_kpc,vobs_km_s,evobs_km_s,sigma_used_km_s,vbar_bestfit_baryon_km_s,vpred_baryon_km_s,vbar_bestfit_pmodel_km_s,vpred_pmodel_km_s,resid_baryon_km_s,resid_pmodel_km_s,pull_baryon_sigma,pull_pmodel_sigma,gbar_bestfit_pmodel_m_s2,gpred_pmodel_m_s2
ESO079-G014,10.04,163.0,3.28,3.28,127.12907219043169,127.12907219043169,97.64356423236504,151.885829923383,35.870927809568315,11.114170076617,10.936258478526925,3.388466486773476,3.077534921634452e-11,7.446466826717303e-11
ESO079-G014,11.65,170.0,2.41,3.0,132.9507311525589,132.9507311525589,102.7453438069093,161.2504264686533,37.04926884744111,8.749573531346698,12.34975628248037,2.9165245104488995,2.936620518036916e-11,7.233113387816221e-11
ESO079-G014,13.36,175.0,2.18,3.0,133.9238578222715,133.9238578222715,104.21642698730366,167.00229307848727,41.076142177728514,7.99770692151273,13.692047392576171,2.66590230717091,2.6346040532350397e-11,6.765312552022378e-11
ESO079-G014,15.06,177.0,2.23,3.0,130.6823143887496,130.6823143887496,102.33249363716294,169.06640397587412,46.3176856112504,7.933596024125876,15.439228537083466,2.6445320080419585,2.2534690474556876e-11,6.150906333921203e-11
ESO079-G014,16.67,178.0,2.03,3.0,127.06906557459213,127.06906557459213,99.86646216823743,170.00527233807617,50.93093442540787,7.994727661923832,16.976978141802622,2.6649092206412774,1.9388900634226552e-11,5.6187361103541025e-11
ESO116-G012,0.25,20.9,3.4,3.4,16.803498623798554,16.803498623798554,12.736797321147886,21.332992297126637,4.096501376201445,-0.43299229712663845,1.2048533459416015,-0.1273506756254819,2.1029547218163084e-11,5.899470029909056e-11
ESO116-G012,0.83,40.0,3.29,3.29,33.942738604891616,33.942738604891616,25.75323016633059,41.40628053574246,6.057261395108384,-1.4062805357424608,1.8411128860511805,-0.4274408923229364,2.5896124898950758e-11,6.694278910730523e-11
ESO116-G012,1.38,51.5,2.96,3.0,49.80010405611617,49.80010405611617,37.75886815040938,57.810688027989976,1.6998959438838313,-6.3106880279899755,0.5666319812946105,-2.1035626759966584,3.348176188228061e-11,7.84849967474636e-11
ESO116-G012,1.85,67.9,3.45,3.45,60.05878308790479,60.05878308790479,45.63792574164605,68.76795988649758,7.841216912095213,-0.867959886497573,2.2728164962594817,-0.251582575796398,3.648627449560974e-11,8.28418916728644e-11
ESO116-G012,2.68,80.2,2.93,3.0,59.97290466535699,59.97290466535699,46.18585556206574,74.31449020911445,20.22709533464301,5.88550979088555,6.74236511154767,1.9618365969618499,2.5794828623836803e-11,6.678234526895874e-11
ESO116-G012,3.19,83.3,3.08,3.08,63.47632917867887,63.47632917867887,49.326106738724064,80.02817273305764,19.82367082132113,3.2718272669423527,6.436256760169198,1.0622815801760885,2.471794994721244e-11,6.506457141765222e-11
ESO116-G012,3.68,91.4,2.83,3.0,66.30431753664311,66.30431753664311,51.95165718242296,84.93588867201666,25.095682463356894,6.464111327983346,8.365227487785631,2.1547037759944487,2.376842733326589e-11,6.353076813537419e-11
ESO116-G012,4.13,102.0,5.4,5.4,68.06010546568376,68.06010546568376,53.59888987656367,88.5458287333811,33.93989453431624,13.4541712666189,6.285165654503007,2.491513197522018,2.254296271598915e-11,6.152273263835775e-11
ESO116-G012,5.23,105.0,4.21,4.21,67.60146060552242,67.60146060552242,53.896431384647336,93.13505580179488,37.39853939447758,11.864944198205123,8.883263514127691,2.818276531640172,1.799980444272749e-11,5.3749462315265894e-11
ESO116-G012,6.05,109.0,2.1,3.0,64.33007083782823,64.33007083782823,51.90409207374694,93.84551658369503,44.66992916217177,15.15448341630497,14.88997638739059,5.051494472101656,1.443102826549112e-11,4.7176002597991636e-11
ESO116-G012,6.81,108.0,2.1,3.0,61.13384614106983,61.13384614106983,49.94565150240809,94.06662319000175,46.86615385893017,13.93337680999825,15.622051286310056,4.644458936666084,1.187128435763832e-11,4.21088567759651e-11
ESO116-G012,7.56,109.0,2.1,3.0,60.36621715827487,60.36621715827487,49.94464269568859,96.17059895407809,48.63378284172513,12.829401045921912,16.21126094724171,4.276467015307304,1.0693145600823675e-11,3.964717985998395e-11
ESO116-G012,8.32,110.0,2.1,3.0,60.055788696844196,60.055788696844196,50.585974301183526,98.87707942160559,49.944211303155804,11.122920578394414,16.648070434385268,3.707640192798138,9.96750280599889e-12,3.8081793036400355e-11
ESO116-G012,9.09,111.0,2.33,3.0,59.36207304331612,59.36207304331612,50.59957663854511,100.78974553329128,51.63792695668388,10.210254466708719,17.212642318894627,3.403418155569573,9.128077902721559e-12,3.621748333957433e-11
ESO116-G012,9.86,112.0,4.74,4.74,56.18664844960944,56.18664844960944,47.93726341792989,99.49248364622646,55.81335155039056,12.50751635377354,11.774968681516995,2.6387165303319704,7.55299184408845e-12,3.253517031797832e-11
ESO444-G084,0.26,18.3,1.8,3.0,9.272585076449822,9.272585076449822,7.6392665878342,15.986095118062153,9.027414923550179,2.313904881937848,3.0091383078500598,0.771301627312616,7.2741028707859335e-12,3.185377383767807e-11
ESO444-G084,0.77,35.3,3.0,3.0,18.412548818672548,18.412548818672548,15.859518088517065,30.603625885457518,16.88745118132745,4.696374114542479,5.6291503937758165,1.5654580381808263,1.0586166072764952e-11,3.9418899747714175e-11
ESO444-G084,1.29,47.8,4.63,4.63,21.66401172451677,21.66401172451677,19.61542158608884,38.59395732045776,26.13598827548323,9.206042679542236,5.644921873754477,1.988346151089036,9.666183554101928e-12,3.741953350039691e-11
ESO444-G084,1.81,52.8,1.26,3.0,23.184925361104785,23.184925361104785,21.51516962517377,43.76012566411559,29.615074638895212,9.039874335884406,9.871691546298404,3.013291445294802,8.288203938180791e-12,3.428688263646409e-11
ESO444-G084,2.32,58.0,3.11,3.11,23.352914079403455,23.352914079403455,22.02360633502152,46.811139993935676,34.647085920596545,11.188860006064324,11.140542096654839,3.5977041820142523,6.775453062916887e-12,3.0609758641294356e-11
ESO444-G084,3.39,63.1,1.35,3.0,19.89595300557377,19.89595300557377,18.87030964239856,46.810605506862395,43.204046994426236,16.289394493137607,14.401348998142078,5.429798164379203,3.404143111257607e-12,2.094779303079541e-11
ESO444-G084,4.44,62.7,7.36,7.36,16.64925662004163,16.64925662004163,15.750980477417906,45.219553400135936,46.05074337995838,17.480446599864067,6.256894480972605,2.3750606793293567,1.8108466378309156e-12,1.4925160920609937e-11
ESO563-G021,0.45,18.9,9.78,9.78,63.204049980994085,63.204049980994085,47.90467089961061,56.878035584579706,-44.30404998099409,-37.97803558457971,-4.530066460224345,-3.8832347223496635,1.652694808618088e-10,2.3298401127451884e-10
ESO563-G021,1.34,58.3,10.5,10.5,116.50913769314403,116.50913769314403,88.30655471707635,103.15296600097321,-58.20913769314403,-44.85296600097321,-5.54372739934705,-4.271711047711735,1.8859515805691048e-10,2.5734047384538486e-10
ESO563-G021,2.23,74.1,5.69,5.69,133.29180535951934,133.29180535951934,101.02675495134937,121.63741276453106,-59.19180535951935,-47.53741276453107,-10.402777743325016,-8.354554088669783,1.483260387609405e-10,2.150200407987547e-10
ESO563-G021,3.12,119.0,4.27,4.27,141.72676831142377,141.72676831142377,107.41992318001347,133.14945644368322,-22.72676831142377,-14.14945644368322,-5.322428175977464,-3.3136900336494666,1.1985731254817005e-10,1.8415081975451126e-10
ESO563-G021,4.01,141.0,3.76,3.76,153.0509484583483,153.0509484583483,116.00293523872573,145.8042819001836,-12.050948458348302,-4.804281900183611,-3.205039483603272,-1.2777345479211732,1.0875344897158855e-10,1.718088926625642e-10
ESO563-G021,4.9,195.0,4.54,4.54,170.43472842704324,170.43472842704324,129.17874056515646,162.0188567203392,24.56527157295676,32.98114327966081,5.410852769373736,7.264569004330576,1.1036604172017257e-10,1.73613903298762e-10
ESO563-G021,5.79,227.0,4.2,4.2,193.12187015975167,193.12187015975167,146.37415855949436,181.42026079459794,33.878129840248334,45.57973920540206,8.066221390535317,10.852318858429062,1.1992223505384224e-10,1.842224123016049e-10
ESO563-G021,6.69,246.0,4.24,4.24,211.2328021070591,211.2328021070591,160.10109907805128,197.46717885046448,34.767197892940914,48.53282114953552,8.19981082380682,11.446420082437623,1.2416865122469813e-10,1.8889183264542171e-10
ESO563-G021,7.58,268.0,5.56,5.56,221.68439987964868,221.68439987964868,168.0227489062121,208.0618418870068,46.31560012035132,59.93815811299319,8.330143906538007,10.780244264926834,1.2070254309799886e-10,1.8508240183347978e-10
ESO563-G021,8.47,283.0,2.96,3.0,234.3950164657943,234.3950164657943,177.65659206457832,219.9762484716702,48.6049835342057,63.0237515283298,16.201661178068566,21.00791717610993,1.2076155545332734e-10,1.8514740391317463e-10
ESO563-G021,10.23,291.0,9.81,9.81,252.99071639884332,252.99071639884332,191.7509560445527,238.64473937328435,38.00928360115668,52.35526062671565,3.8745447095980308,5.3369276887579655,1.1647933888101442e-10,1.8041703933426703e-10
ESO563-G021,12.06,310.0,4.74,4.74,266.66117659681913,266.66117659681913,202.11230161472108,253.69224470746886,43.33882340318087,56.30775529253114,9.143211688434782,11.879273268466484,1.097710055355912e-10,1.7294839233649e-10
ESO563-G021,13.44,310.0,20.4,20.4,269.511906185979,269.511906185979,204.27313924253474,259.7014891778522,40.488093814021,50.29851082214782,1.984710481079461,2.4656132755954814,1.0061731232153514e-10,1.6262940234319673e-10
ESO563-G021,15.18,310.0,16.1,16.1,273.66919967362054,273.66919967362054,207.4338589767832,267.35605063578197,36.33080032637946,42.64394936421803,2.2565714488434447,2.6486925070942875,9.186222849025197e-11,1.5260111880142762e-10
ESO563-G021,16.83,314.0,13.5,13.5,275.1177347355128,275.1177347355128,208.75682601055226,272.838289495828,38.882265264487216,41.16171050417199,2.8801677973694235,3.049015592901629,8.391637383928675e-11,1.433428302159691e-10
ESO563-G021,18.56,317.0,12.7,12.7,269.0248861090735,269.0248861090735,204.45078866563463,273.18907812513777,47.97511389092648,43.81092187486223,3.777568022907597,3.4496788877844278,7.298759663298207e-11,1.3031612216612642e-10
ESO563-G021,20.3,319.0,10.4,10.4,265.96074133976987,265.96074133976987,202.7317377570665,275.642265310081,53.03925866023013,43.35773468991903,5.09992871732982,4.169012950953753,6.561405871894422e-11,1.2129559737162195e-10
ESO563-G021,21.94,318.0,10.8,10.8,266.8099780742841,266.8099780742841,203.41082665384354,279.85368471587316,51.19002192571588,38.14631528412684,4.739816844973692,3.5320662300117442,6.111684982147097e-11,1.1568442450672383e-10
ESO563-G021,23.68,317.0,9.3,9.3,266.04807979761847,266.04807979761847,203.3013096957321,283.3874075411376,50.95192020238153,33.61259245886242,5.478701097030272,3.6142572536411204,5.65650414354111e-11,1.0990788565265973e-10
ESO563-G021,25.41,317.0,7.23,7.23,257.60730450823786,257.60730450823786,197.44243104256995,281.41776564503914,59.39269549176214,35.58223435496086,8.214757329427682,4.921470865139814,4.9719387417109015e-11,1.010061484272487e-10
ESO563-G021,27.06,312.0,8.39,8.39,249.59358113941948,249.59358113941948,191.57094609047584,279.0655674177567,62.406418860580516,32.93443258224329,7.438190567411265,3.925438925177984,4.395223363156546e-11,9.326832363618085e-11
ESO563-G021,28.8,312.0,8.37,8.37,240.32805280283026,240.32805280283026,184.3214440156109,275.3660591356658,71.67194719716974,36.63394086433419,8.562956654381093,4.376814918080549,3.82303870808844e-11,8.532529246611956e-11
ESO563-G021,30.53,311.0,11.5,11.5,231.16418310369792,231.16418310369792,177.65852231176524,271.9704290858536,79.83581689630208,39.029570914146404,6.942244947504529,3.3938757316649046,3.350385199622693e-11,7.851742048397567e-11
ESO563-G021,32.18,310.0,14.5,14.5,224.12209540783786,224.12209540783786,173.279221633755,270.4388196276023,85.87790459216214,39.5611803723977,5.922614109804285,2.7283572670619103,3.023823179870252e-11,7.365487188828395e-11
ESO563-G021,33.91,313.0,15.9,15.9,217.9588223816599,217.9588223816599,169.72725949004183,269.68286969677405,95.0411776183401,43.31713030322595,5.977432554612585,2.7243478178129528,2.7531182343668323e-11,6.95069747858515e-11
ESO563-G021,35.65,320.0,8.83,8.83,211.6199526651492,211.6199526651492,165.345144488733,267.97691674162917,108.38004733485079,52.02308325837083,12.274071045849466,5.891628908082767,2.4852656229637088e-11,6.528068343904188e-11
ESO563-G021,37.3,321.0,7.88,7.88,206.4308359959819,206.4308359959819,161.82361091633072,266.8473480727818,114.56916400401809,54.15265192721819,14.539234010662195,6.872163950154593,2.275225248310539e-11,6.186804678304647e-11
ESO563-G021,39.03,320.0,8.0,8.0,200.8962133192161,200.8962133192161,157.70832370550386,265.10225451000014,119.10378668078391,54.89774548999986,14.887973335097989,6.862218186249983,2.0651905766575928e-11,5.835495597357104e-11
ESO563-G021,40.76,315.0,9.82,9.82,195.7704885165279,195.7704885165279,153.8636777605423,263.491609203021,119.2295114834721,51.50839079697897,12.141498114406527,5.245253645313541,1.8822941718568238e-11,5.5201243249187314e-11
ESO563-G021,42.41,312.0,9.07,9.07,191.57840137656433,191.57840137656433,150.76848156693757,262.422598800031,120.42159862343567,49.57740119996902,13.27691274789809,5.466086130095812,1.737009942083245e-11,5.2623974586310777e-11
F561-1,1.61,23.4,10.0,10.0,28.223470268554856,28.223470268554856,21.6599038317348,42.830248779187094,-4.823470268554857,-19.430248779187096,-0.4823470268554857,-1.9430248779187096,9.443579198262885e-12,3.692536294458089e-11
F561-1,3.23,40.6,5.0,5.0,37.93739469178134,37.93739469178134,29.569297522937532,59.40633125377799,2.6626053082186587,-18.80633125377799,0.5325210616437317,-3.761266250755598,8.772612507703037e-12,3.540889692046091e-11
F561-1,4.84,45.5,5.0,5.0,41.035173936514504,41.035173936514504,32.74693115392647,68.72198804361557,4.464826063485496,-23.221988043615568,0.8929652126970993,-4.644397608723113,7.1803449173501926e-12,3.162245056836967e-11
F561-1,6.45,49.2,5.0,5.0,47.53052591756165,47.53052591756165,38.52789708769477,80.18434314145375,1.6694740824383558,-30.98434314145375,0.33389481648767116,-6.1968686282907495,7.458308625299455e-12,3.23049365139192e-11
F561-1,8.06,50.4,5.0,5.0,53.73434540403372,53.73434540403372,44.110131670626416,90.84970772212164,-3.3343454040337193,-40.44970772212164,-0.6668690808067439,-8.089941544424327,7.823320479165929e-12,3.3186502272192253e-11
F561-1,9.66,50.4,5.0,5.0,56.15872491429982,56.15872491429982,46.64843988816775,97.54043741533278,-5.758724914299819,-47.14043741533278,-1.1517449828599637,-9.428087483066555,7.300398646327728e-12,3.191844505537053e-11
F563-1,1.07,22.1,7.17,7.17,17.852646862580347,17.852646862580347,13.59268185458631,30.140653374616527,4.247353137419655,-8.040653374616525,0.5923784013137594,-1.1214300383007707,5.595977778476917e-12,2.7515094080825854e-11
F563-1,1.78,42.7,10.66,10.66,24.102626288435864,24.102626288435864,18.45645020040419,40.002289106465966,18.59737371156414,2.697710893534037,1.7445941568071424,0.25306856412139184,6.201914901955363e-12,2.913393460224041e-11
F563-1,2.49,60.6,7.69,7.69,27.337791607955452,27.337791607955452,21.117619420758576,46.44768792507889,33.26220839204455,14.152312074921113,4.3253847063777044,1.8403526755424073,5.804168679228829e-12,2.807878482525977e-11
F563-1,2.97,76.8,11.1,11.1,28.500899915616692,28.500899915616696,22.190041369947913,49.65281665505832,48.2991000843833,27.14718334494168,4.351270277872369,2.4456921932379894,5.37290583553519e-12,2.6901765642026514e-11
F563-1,3.04,81.6,17.5,17.5,28.49009827992876,28.49009827992876,22.216878718667925,49.94519398899042,53.109901720071235,31.654806011009576,3.0348515268612135,1.8088460577719758,5.261892359352161e-12,2.65927517743231e-11
F563-1,3.19,87.0,8.93,8.93,28.591721948843862,28.591721948843862,22.36721538323445,50.67467005081585,58.40827805115614,36.32532994918415,6.540680632828235,4.06778610853126,5.0825611356965184e-12,2.6087990699911802e-11
F563-1,6.95,90.0,24.8,24.8,33.761378911412955,33.761378911412955,28.108303862026247,68.48116135326386,56.238621088587045,21.518838646736143,2.2676863342172195,0.8676951067232316,3.6841213748322235e-12,2.1867890160076646e-11
F563-1,8.58,97.8,9.4,9.4,36.28585556384195,36.28585556384195,31.275742581112283,76.14844642607919,61.51414443615805,21.651553573920808,6.544057918740218,2.3033567631830647,3.694685080340374e-12,2.190202455762285e-11
F563-1,9.26,93.7,25.3,25.3,37.36838538122834,37.36838538122834,32.65319381010072,79.3227475539554,56.33161461877166,14.377252446044608,2.226546032362516,0.5682708476697473,3.731554596603658e-12,2.2020844267148804e-11
F563-1,9.89,103.0,23.8,23.8,38.556772427162514,38.556772427162514,34.01688845264951,82.33519428796882,64.44322757283749,20.664805712031182,2.70769863751418,0.8682691475643354,3.791773045265389e-12,2.2213868287676056e-11
F563-1,10.08,97.4,11.0,11.0,39.00928384372109,39.00928384372109,34.51896675742193,83.35555903920411,58.39071615627891,14.044440960795896,5.308246923298083,1.2767673600723541,3.830932483375468e-12,2.2338708433550654e-11
F563-1,11.84,106.5,9.48,9.48,40.954146627661515,40.954146627661515,36.99693184576256,89.79292280160806,65.54585337233848,16.707077198391943,6.914119554044143,1.762349915442188,3.746529628517007e-12,2.2068965154552815e-11
F563-1,14.56,112.0,11.0,11.0,39.35612437728084,39.35612437728084,35.83422059986794,92.529064805815,72.64387562271915,19.470935194185003,6.603988692974468,1.7700850176531822,2.8581433411312664e-12,1.9056556433952552e-11
F563-1,15.43,111.5,9.4,9.4,39.181263047533314,39.181263047533314,35.81852221965613,93.75311604581249,72.31873695246668,17.74688395418751,7.693482654517732,1.8879663781050542,2.6946282387799222e-12,1.846098846936934e-11
F563-1,17.93,111.0,24.3,24.3,40.387143696973666,40.387143696973666,37.557918153167115,99.5705642024823,70.61285630302633,11.429435797517698,2.905878860206845,0.47034715216122214,2.5496008049975906e-12,1.7919715122892186e-11
F563-1,19.02,112.5,7.75,7.75,40.927043015590556,40.927043015590556,38.26671987510819,101.95857485652023,71.57295698440944,10.54142514347977,9.235220256052832,1.3601838894812608,2.4950624290991835e-12,1.7712768843478282e-11
F563-1,20.1,106.0,10.7,10.7,41.313138418667734,41.313138418667734,38.88369125996142,104.16159378404848,64.68686158133227,1.8384062159515224,6.045501082367502,0.17181366504219836,2.4377455348504307e-12,1.7493174574966913e-11
F563-V1,1.31,12.0,5.0,5.0,11.691868285265617,11.691868285265617,9.368582817054026,25.780170383214244,0.30813171473438317,-13.780170383214244,0.06162634294687663,-2.756034076642849,2.1713306340657054e-12,1.644181380546938e-11
F563-V1,2.63,21.7,5.0,5.0,18.979008140574678,18.979008140574678,15.704577358209928,39.983035092326986,2.7209918594253217,-18.283035092326987,0.5441983718850644,-3.6566070184653974,3.039108551627373e-12,1.969904727801812e-11
