galaxy,distance_mpc,r_kpc,vobs_km_s,evobs_km_s,vgas_km_s,vdisk_km_s,vbul_km_s,g_obs_m_s2,g_obs_sigma_m_s2,g_bar_m_s2
UGC05986,8.63,4.39,112.0,4.25,20.82,71.78,0.0,9.260213076717567e-11,7.02784028143744e-12,2.221784231803997e-11
UGC05986,8.63,5.02,115.0,3.18,24.3,71.41,0.0,8.53771037906409e-11,4.721725044421532e-12,2.0272198076262014e-11
UGC05986,8.63,5.65,116.0,2.32,25.4,67.79,0.0,7.718217012170508e-11,3.0872868048682035e-12,1.68801699371741e-11
UGC05986,8.63,6.28,116.0,2.01,24.6,64.52,0.0,6.943937280057862e-11,2.406433436709707e-12,1.3864008388049129e-11
UGC05986,8.63,6.9,116.0,2.28,25.5,61.11,0.0,6.319989292574402e-11,2.4844095839775237e-12,1.1823988169158423e-11
UGC05986,8.63,7.54,114.0,3.05,25.7,56.38,0.0,5.585831252734612e-11,2.9889097054106254e-12,9.670082236442902e-12
UGC05986,8.63,8.16,112.0,3.69,24.6,53.17,0.0,4.981903848871338e-11,3.2827187861312924e-12,8.017292594955133e-12
UGC05986,8.63,8.79,109.0,5.1,24.9,50.65,0.0,4.3803980361647904e-11,4.099088070539528e-12,7.01513039884607e-12
UGC05986,8.63,9.41,107.0,6.39,27.79,48.55,0.0,3.94300553505298e-11,4.709496330652064e-12,6.718625716680074e-12
UGC05999,47.7,3.48,46.2,5.0,13.28,38.73,0.0,1.9877152145292043e-11,4.302413884262347e-12,8.62685063318746e-12
UGC05999,47.7,6.94,81.1,5.0,23.37,40.0,0.0,3.071366851632042e-11,3.787135452074034e-12,6.286163403260272e-12
UGC05999,47.7,10.42,91.2,5.0,31.3,39.75,0.0,2.5868509878307233e-11,2.8364594164810566e-12,5.5041036229266734e-12
UGC05999,47.7,13.89,97.7,5.0,35.52,35.72,0.0,2.22708265973653e-11,2.279511422452948e-12,4.432167217635337e-12
UGC05999,47.7,16.22,100.0,5.0,46.95,33.5,0.0,1.9980143584737148e-11,1.998014358473715e-12,5.525363852318069e-12
UGC06399,18.0,0.87,24.8,6.5,2.79,20.37,0.0,2.291044705953865e-11,1.2009508539274291e-11,8.018229954483766e-12
UGC06399,18.0,1.74,46.2,5.6,5.75,32.61,0.0,3.9754304290584085e-11,9.637407100747658e-12,1.0518909311319106e-11
UGC06399,18.0,2.61,60.5,5.8,9.11,37.1,0.0,4.544851492026336e-11,8.714095422728182e-12,9.575783868810557e-12
UGC06399,18.0,3.5,69.6,3.9,13.36,42.69,0.0,4.4853866865013755e-11,5.0267264590101625e-12,1.0090005667625968e-11
UGC06399,18.0,4.37,77.5,3.7,16.6,44.26,0.0,4.4542175302574865e-11,4.2530593192136e-12,9.307294156962612e-12
UGC06399,18.0,5.24,82.9,4.5,20.91,44.12,0.0,4.2503748085057917e-11,4.61439967147794e-12,8.72360452611528e-12
UGC06399,18.0,6.11,84.1,4.9,23.38,43.61,0.0,3.75145927433306e-11,4.371498322052793e-12,7.943041040041235e-12
UGC06399,18.0,6.98,85.6,4.9,23.92,43.31,0.0,3.402056810072072e-11,3.8948781236806435e-12,7.011061288969065e-12
UGC06399,18.0,7.85,87.6,4.9,25.86,40.62,0.0,3.168020698110394e-11,3.5441327444613995e-12,6.166694371241341e-12
UGC06446,12.0,0.58,31.3,6.3,0.0,21.35,0.0,5.474067348406466e-11,2.2036181658121876e-11,1.2734656186747882e-11
UGC06446,12.0,1.16,54.8,5.8,2.75,29.36,0.0,8.389818825321558e-11,1.7759470506155122e-11,1.2252584679892534e-11
UGC06446,12.0,1.74,61.1,4.1,6.18,30.8,0.0,6.953166466176206e-11,9.331581836766758e-12,9.545629721284061e-12
UGC06446,12.0,2.33,63.9,4.1,7.45,31.81,0.0,5.679305752125376e-11,7.287997991772783e-12,7.809033934310101e-12
UGC06446,12.0,2.91,67.2,4.1,14.25,31.67,0.0,5.029154895685375e-11,6.136766390568464e-12,7.84643839104498e-12
UGC06446,12.0,3.49,70.4,3.6,16.89,31.97,0.0,4.60224088343054e-11,4.7068372671448706e-12,7.3944791402998e-12
UGC06446,12.0,4.07,73.7,3.6,15.31,32.15,0.0,4.325038933337116e-11,4.2252754843998965e-12,5.981565655917406e-12
UGC06446,12.0,4.65,78.0,4.1,18.83,31.31,0.0,4.240193805802046e-11,4.457639641997023e-12,5.887255064076357e-12
UGC06446,12.0,5.23,80.8,4.1,23.23,29.91,0.0,4.045483996221426e-11,4.105565441709863e-12,6.115573284029425e-12
UGC06446,12.0,5.81,80.5,3.6,26.13,28.44,0.0,3.6146402737387007e-11,3.232970182722813e-12,6.0642940216426695e-12
UGC06446,12.0,6.4,81.3,3.6,28.95,27.55,0.0,3.346960384632426e-11,2.964097757608052e-12,6.165601587109053e-12
UGC06446,12.0,6.98,82.1,4.6,31.41,26.52,0.0,3.129538843891647e-11,3.5069131990016014e-12,6.213397092947969e-12
UGC06446,12.0,7.62,82.8,4.6,34.05,25.42,0.0,2.915782714402133e-11,3.239758571557926e-12,6.3050198915405245e-12
UGC06446,12.0,8.28,84.9,5.5,34.49,24.36,0.0,2.8212040490468456e-11,3.655270263782721e-12,5.817218003077417e-12
UGC06446,12.0,8.9,84.3,5.5,32.03,23.44,0.0,2.5877040014206164e-11,3.376600713597483e-12,4.736044630596127e-12
UGC06446,12.0,9.52,83.2,7.0,32.29,22.66,0.0,2.35645504501716e-11,3.965188777673106e-12,4.4233297800408295e-12
UGC06446,12.0,10.22,80.1,10.8,33.08,21.62,0.0,2.0345276251338493e-11,5.486366629574425e-12,4.211106026703631e-12
UGC06614,88.7,3.23,194.0,16.7,-7.97,37.15,248.5,3.7761600414095393e-10,6.501223988818486e-11,4.412692954743917e-10
UGC06614,88.7,9.18,172.0,8.1,-15.63,83.53,176.71,1.044392314803073e-10,9.836718313842897e-12,9.03443982566023e-11
UGC06614,88.7,10.64,170.0,10.7,-16.24,92.09,164.32,8.80249261888554e-11,1.1080784826126504e-11,7.128729206369315e-11
UGC06614,88.7,11.58,170.0,6.8,-16.14,99.29,157.52,8.087955221497595e-11,6.4703641771980765e-12,6.313233098696879e-11
UGC06614,88.7,12.52,171.0,6.8,-16.04,107.74,151.54,7.568979808517786e-11,6.0197734149615145e-12,5.7299399413926595e-11
UGC06614,88.7,13.57,172.0,12.1,-16.04,120.8,145.51,7.065233198151961e-11,9.940618802051014e-12,5.3435396276280525e-11
UGC06614,88.7,15.76,174.0,19.6,-15.53,131.65,135.02,6.225750873554417e-11,1.4025829554214547e-11,4.455726558892564e-11
UGC06614,88.7,24.94,193.0,23.2,18.69,111.71,107.35,4.8402481055538554e-11,1.163665865791186e-11,1.9044053433663243e-11
UGC06614,88.7,26.3,194.0,23.0,21.04,108.26,104.53,4.6376414196778755e-11,1.0996469345627953e-11,1.7191360701447118e-11
UGC06614,88.7,34.96,201.0,7.2,34.22,92.64,90.67,3.745158011236893e-11,2.683098276707028e-12,1.0397958246114263e-11
UGC06614,88.7,36.84,202.0,17.1,37.39,88.8,88.32,3.589488548493156e-11,6.077252889032967e-12,9.501560025552999e-12
UGC06614,88.7,47.38,205.0,16.0,54.35,75.25,77.88,2.8744987260215164e-11,4.4870224015945625e-12,6.861115413961143e-12
UGC06614,88.7,64.59,204.0,16.0,61.29,63.17,66.7,2.0880673619680554e-11,3.2753997834793023e-12,4.448438230884903e-12
UGC06628,15.1,1.1,26.9,8.27,3.02,29.07,0.0,2.1318730014862155e-11,1.310824514668476e-11,1.2717196513723955e-11
UGC06628,15.1,2.2,38.0,8.27,-3.24,37.16,0.0,2.1271296790716652e-11,9.258611813643511e-12,1.032527601664525e-11
UGC06628,15.1,3.3,40.5,8.27,12.42,41.22,0.0,1.61081461500337e-11,6.5784873412730214e-12,9.85786725821766e-12
UGC06628,15.1,4.39,41.4,8.27,16.39,45.0,0.0,1.265277009324844e-11,5.054995587978966e-12,9.457554388889222e-12
UGC06628,15.1,5.5,42.3,8.27,20.17,46.13,0.0,1.0543079954199833e-11,4.122518733864426e-12,8.666535284428082e-12
UGC06628,15.1,6.59,42.3,8.27,25.63,47.72,0.0,8.799232131729754e-12,3.4406453772768353e-12,8.829752010862107e-12
UGC06628,15.1,7.69,42.3,8.27,31.39,46.74,0.0,7.540564336553846e-12,2.9484854403451684e-12,8.755776077397917e-12
UGC06667,18.0,0.87,26.6,4.4,0.0,6.92,0.0,2.6356848207347758e-11,8.719558805438356e-12,8.918922607244177e-13
UGC06667,18.0,1.74,45.2,2.7,0.0,10.96,0.0,3.8051963905209286e-11,4.5460310860205786e-12,1.1186425100428745e-12
UGC06667,18.0,2.61,57.0,3.9,8.65,14.33,0.0,4.03421146030833e-11,5.5204998930535045e-12,2.2039403812242993e-12
UGC06667,18.0,3.5,69.3,3.0,16.06,16.78,0.0,4.4468028942181906e-11,3.850045795859906e-12,3.69178280222836e-12
UGC06667,18.0,4.37,77.3,3.4,18.32,18.48,0.0,4.431257684307556e-11,3.898130951266673e-12,3.755281553131677e-12
UGC06667,18.0,5.24,80.7,3.9,22.41,20.02,0.0,4.027775327235407e-11,3.893017044911546e-12,4.345416845862048e-12
UGC06667,18.0,6.11,84.0,3.0,23.49,21.36,0.0,3.74254315324377e-11,2.673245109459836e-12,4.13666063446183e-12
UGC06667,18.0,6.98,85.0,3.0,25.65,22.68,0.0,3.3545315710939163e-11,2.367904638419235e-12,4.248827401786252e-12
UGC06667,18.0,7.85,85.7,3.4,24.46,24.0,0.0,3.0320854883479294e-11,2.405855463333246e-12,3.658949632724216e-12
UGC06786,29.3,0.16,160.0,36.0,-1.22,8.07,119.49,5.185246863110985e-09,2.333361088399943e-09,2.0312704128895513e-09
UGC06786,29.3,0.32,177.0,30.9,-1.2,15.74,184.15,3.1728241987188287e-09,1.1077996354848792e-09,2.4167270518168572e-09
UGC06786,29.3,0.49,180.0,25.3,-1.08,23.42,201.67,2.1428826322040292e-09,6.023881177195771e-10,1.9011447587434544e-09
UGC06786,29.3,0.65,180.0,32.0,-0.96,30.3,207.64,1.6154038304307298e-09,5.743658063753706e-10,1.5276547613093379e-09
UGC06786,29.3,1.3,182.0,4.72,-0.33,55.43,203.18,8.257505629504243e-10,4.283013908929673e-11,7.586871235361077e-10
UGC06786,29.3,1.46,183.0,10.8,0.44,61.06,200.04,7.433592987959065e-10,8.774076969394306e-11,6.631512659632916e-10
UGC06786,29.3,1.62,184.0,7.43,0.74,66.51,196.81,6.772828618730149e-10,5.469795286648371e-11,5.866662902862817e-10
UGC06786,29.3,3.72,206.0,8.42,4.94,126.3,147.67,3.6969276862059426e-10,3.0221486522188385e-11,2.026771940386802e-10
UGC06786,29.3,3.89,207.0,4.54,5.38,130.52,144.55,3.569772539161995e-10,1.565871239400527e-11,1.9305523297163917e-10
UGC06786,29.3,4.05,209.0,5.36,5.86,134.47,141.56,3.4953204973387487e-10,1.7928151067689658e-11,1.8486760248862567e-10
UGC06786,29.3,4.22,210.0,2.43,6.37,138.94,138.76,3.3866911531871214e-10,7.837770954518766e-12,1.779416298701205e-10
UGC06786,29.3,4.26,210.0,4.6,6.53,140.05,138.12,3.3548912362557864e-10,1.4697618749311064e-11,1.7652080688728859e-10
UGC06786,29.3,4.38,211.0,2.8,6.92,143.43,136.21,3.294126364049146e-10,8.742705042026169e-12,1.725543589157605e-10
UGC06786,29.3,4.54,213.0,2.18,7.46,148.24,133.79,3.238566422528665e-10,6.6291782170070325e-12,1.6827093500519287e-10
UGC06786,29.3,4.71,214.0,7.61,7.98,153.86,131.35,3.1510558033841646e-10,2.2410780059582703e-11,1.6497772480588804e-10
UGC06786,29.3,4.86,215.0,4.7,8.49,158.53,129.31,3.082407873550736e-10,1.3476573958779963e-11,1.6232379176281302e-10
UGC06786,29.3,5.02,215.0,2.34,9.0,162.82,127.24,2.984163797899717e-10,6.495761197288686e-12,1.5925775944823646e-10
UGC06786,29.3,5.18,216.0,2.95,9.51,166.08,125.27,2.918953639542786e-10,7.973067811714092e-12,1.5557319893654137e-10
UGC06786,29.3,5.35,217.0,4.48,10.02,168.84,123.26,2.852430952535434e-10,1.1777779416920501e-11,1.5137160639793674e-10
UGC06786,29.3,5.51,217.0,3.99,10.53,170.67,121.46,2.7696017415725174e-10,1.0184987049653774e-11,1.4705125703098502e-10
UGC06786,29.3,5.68,218.0,5.14,11.06,171.8,119.61,2.7115280801329937e-10,1.2786471864113382e-11,1.4203816456215844e-10
UGC06786,29.3,5.84,218.0,2.51,11.59,172.47,117.97,2.637239639581404e-10,6.0729096287608486e-12,1.3733980450967716e-10
UGC06786,29.3,6.0,219.0,3.95,12.13,172.94,116.4,2.590516925017353e-10,9.344787081112828e-12,1.3279379785426437e-10
UGC06786,29.3,6.15,219.0,7.84,12.55,173.44,114.95,2.527333585382784e-10,1.8095246857900478e-11,1.288284650633961e-10
UGC06786,29.3,6.48,219.0,7.74,13.72,174.41,111.99,2.398626782423475e-10,1.695467698260977e-11,1.2091354790663111e-10
UGC06786,29.3,6.64,219.0,6.69,14.25,174.58,110.63,2.340828546702428e-10,1.4301500436017573e-11,1.1718271618524774e-10
UGC06786,29.3,6.81,220.0,6.26,14.68,174.53,109.24,2.303285133760753e-10,1.3107786306674831e-11,1.1325703747036365e-10
UGC06786,29.3,7.1,220.0,2.52,15.64,174.07,106.99,2.2092072902691167e-10,5.0610930649801584e-12,1.0684344540819114e-10
UGC06786,29.3,7.13,220.0,11.4,15.74,173.95,106.76,2.1999118879257685e-10,2.2799086838503417e-11,1.0615682619418672e-10
UGC06786,29.3,8.52,220.0,2.93,20.1,162.17,97.67,1.8410060752242637e-10,4.9037707276428116e-12,7.695391959657551e-11
UGC06786,29.3,10.66,225.0,1.79,25.95,149.89,87.32,1.5390661494195214e-10,2.448825251076394e-12,5.242479216890805e-11
UGC06786,29.3,11.99,228.0,5.71,28.72,144.35,82.33,1.4050764852583476e-10,7.037707658618566e-12,4.321415624478763e-11
UGC06786,29.3,12.1,228.0,9.96,29.04,143.9,81.96,1.39230306266509e-10,1.2164332021179206e-11,4.2583132034248866e-11
UGC06786,29.3,12.33,228.0,8.24,29.36,143.03,81.19,1.366331472688369e-10,9.875939767501894e-12,4.1278726579969744e-11
UGC06786,29.3,12.78,229.0,1.74,30.21,141.37,79.75,1.3298099117194988e-10,2.020846503399064e-12,3.894368473568717e-11
UGC06786,29.3,14.93,228.0,1.64,33.5,133.3,73.78,1.1283902919120957e-10,1.6232983146805588e-12,2.999215742807899e-11
UGC06786,29.3,17.08,226.0,1.34,35.21,125.19,68.98,9.691220315436792e-11,1.1492243559898498e-12,2.3540771116058348e-11
UGC06786,29.3,19.23,226.0,1.39,35.84,117.76,65.01,8.607698543300073e-11,1.058823095149301e-12,1.8835659442679726e-11
UGC06786,29.3,21.27,227.0,1.11,35.52,111.0,61.81,7.85115731103802e-11,7.67822433061868e-13,1.5383422656104857e-11
UGC06786,29.3,23.42,227.0,1.37,34.46,106.04,58.91,7.130406319631882e-11,8.606745954093109e-13,1.2784617013299826e-11
UGC06786,29.3,25.57,224.0,2.79,32.87,101.01,56.38,6.359379805520551e-11,1.584166933696637e-12,1.0655205793802792e-11
UGC06786,29.3,27.72,218.0,9.41,31.59,96.03,54.15,5.5560892839665945e-11,4.796587170837216e-12,8.9569952208977e-12
UGC06786,29.3,29.87,215.0,8.18,30.53,91.96,52.16,5.0152334333634336e-11,3.816242742782594e-12,7.66510768850422e-12
UGC06786,29.3,32.02,219.0,5.06,29.67,88.37,50.38,4.854185368552192e-11,2.2431212753309673e-12,6.641106161388581e-12
UGC06786,29.3,34.05,211.0,7.05,29.04,85.42,48.86,4.237378406618285e-11,2.8316130584510814e-12,5.865495972707936e-12
UGC06787,21.3,0.12,134.0,41.1,-0.73,7.68,179.06,4.849286076771919e-09,2.974711309780983e-09,6.069375371232079e-09
UGC06787,21.3,0.24,208.0,35.5,-0.84,14.95,278.38,5.842044799105043e-09,1.994159522771433e-09,7.340264346916303e-09
UGC06787,21.3,0.35,252.0,27.1,-0.93,21.23,309.46,5.880069942767857e-09,1.2646817099127692e-09,6.228043106869344e-09
UGC06787,21.3,0.47,272.0,11.6,-1.09,27.71,321.2,5.101400318090466e-09,4.3511943889595157e-10,5.00622608759949e-09
UGC06787,21.3,0.59,276.0,12.6,-1.27,33.83,323.58,4.184230561910406e-09,3.82038442609211e-10,4.057382001978251e-09
UGC06787,21.3,0.71,271.0,16.3,-1.49,39.63,323.15,3.3521981943110375e-09,4.032533621200731e-10,3.3724934285478914e-09
UGC06787,21.3,0.83,266.0,11.9,-1.72,45.13,320.31,2.76270577595091e-09,2.471894641640288e-10,2.8440869806958248e-09
UGC06787,21.3,0.94,262.0,12.2,-1.96,49.93,316.84,2.3665963143044576e-09,2.2040057278255254e-10,2.4658073929019406e-09
UGC06787,21.3,1.06,260.0,12.1,-2.21,54.94,314.79,2.0667611317588592e-09,1.9236776687909382e-10,2.16701148298682e-09
UGC06787,21.3,1.18,260.0,11.9,-2.45,59.69,313.21,1.8565820336138906e-09,1.6994866307696383e-10,1.9350694076549017e-09
UGC06787,21.3,1.3,259.0,8.04,-2.69,64.21,311.21,1.6722670424247498e-09,1.0382260247949796e-10,1.7416661625775654e-09
UGC06787,21.3,1.42,257.0,10.2,-2.93,68.53,309.11,1.5073959949895134e-09,1.1965322294858395e-10,1.5802464270692565e-09
UGC06787,21.3,1.53,254.0,9.68,-3.17,72.32,306.55,1.3665497819463573e-09,1.0415906999402155e-10,1.448949705893151e-09
UGC06787,21.3,1.66,244.0,4.95,-3.41,76.57,303.54,1.162307444435902e-09,4.7159195491456684e-11,1.3165896753273894e-09
UGC06787,21.3,1.89,228.0,9.83,-3.87,83.6,297.2,8.913686274205074e-10,7.686099655739988e-11,1.1203656054289236e-09
UGC06787,21.3,2.01,220.0,18.6,-4.09,87.03,293.4,7.803667542741656e-10,1.3195292390454072e-10,1.032894895920294e-09
UGC06787,21.3,2.13,215.0,4.11,-4.3,90.32,289.39,7.033099655143933e-10,2.688933914664332e-11,9.54279286381665e-10
UGC06787,21.3,2.24,213.0,16.1,-4.5,93.19,285.56,6.56388015994649e-10,9.922861086867466e-11,8.889515110437951e-10
UGC06787,21.3,3.1,228.0,9.59,-5.53,112.13,255.35,5.434473244595996e-10,4.571631439971544e-11,5.431931334133258e-10
UGC06787,21.3,3.79,236.0,7.22,-5.65,121.66,232.68,4.762491907780828e-10,2.913999285947252e-11,3.876150570606616e-10
UGC06787,21.3,3.9,236.0,7.24,-5.61,122.76,229.34,4.6281652129459837e-10,2.8396539103160104e-11,3.6881951140166526e-10
UGC06787,21.3,4.14,237.0,8.26,-5.45,124.89,222.83,4.396892075091801e-10,3.0648378514985886e-11,3.3335958955897564e-10
UGC06787,21.3,4.25,237.0,4.07,-5.32,125.78,219.95,4.2830901625600133e-10,1.4710697857906545e-11,3.1876463965413597e-10
UGC06787,21.3,4.37,237.0,4.04,-5.15,126.75,216.93,4.1654767027185475e-10,1.4201287661588973e-11,3.040573376574301e-10
UGC06787,21.3,4.49,237.0,1.94,-4.93,127.73,214.04,4.0541499311536867e-10,6.637173726952028e-12,2.9052226841001243e-10
UGC06787,21.3,4.61,237.0,1.49,-4.62,128.73,211.23,3.948618913423005e-10,4.964930110548757e-12,2.7795995163845674e-10
UGC06787,21.3,4.72,236.0,2.38,-4.24,129.65,208.76,3.8241195615443513e-10,7.713054708877589e-12,2.672891435435871e-10
UGC06787,21.3,5.16,235.0,2.4,-1.43,133.7,199.77,3.46845031510785e-10,7.084494260645821e-12,2.3159969760095344e-10
UGC06787,21.3,5.43,234.0,4.05,3.32,136.22,194.84,3.267994673532517e-10,1.1312289254535636e-11,2.1403947357239e-10
UGC06787,21.3,5.56,233.0,3.03,4.2,137.4,192.59,3.1643645115943373e-10,8.230063922859091e-12,2.0645778293862617e-10
UGC06787,21.3,5.67,233.0,2.48,4.99,138.33,190.72,3.102974723891449e-10,6.605474090344028e-12,2.00358907194903e-10
UGC06787,21.3,5.79,233.0,3.03,5.73,139.24,188.73,3.038664366919605e-10,7.903135649584896e-12,1.9399915330101772e-10
UGC06787,21.3,5.91,232.0,6.7,6.43,139.93,186.59,2.9514670807961675e-10,1.7047266759770967e-11,1.8755188712522206e-10
UGC06787,21.3,6.03,232.0,7.44,7.14,140.45,184.7,2.8927314174967415e-10,1.8553380815668756e-11,1.816230735285668e-10
UGC06787,21.3,6.2,232.0,1.64,8.18,141.04,182.21,2.813414588307315e-10,3.977586142089652e-12,1.73817587619725e-10
UGC06787,21.3,6.5,233.0,14.3,9.96,142.01,177.9,2.7067487206868487e-10,3.3224469275383636e-11,1.6122382696285934e-10
UGC06787,21.3,6.85,235.0,7.57,11.78,143.12,173.33,2.612730456344016e-10,1.6832654940020597e-11,1.4860623157026374e-10
UGC06787,21.3,6.98,236.0,3.05,12.31,143.59,171.7,2.585937583164661e-10,6.683991210722218e-12,1.443827678053927e-10
UGC06787,21.3,7.09,236.0,2.91,12.85,144.05,170.36,2.5458172539477205e-10,6.278244244904971e-12,1.4104060918408297e-10
UGC06787,21.3,7.21,237.0,4.07,13.38,144.62,168.93,2.524706406502088e-10,8.671354493218142e-12,1.3759889503866985e-10
UGC06787,21.3,7.22,238.0,2.02,13.48,144.67,168.82,2.542530499602308e-10,4.315892108568623e-12,1.3733609978571014e-10
UGC06787,21.3,7.33,238.0,6.76,13.91,145.21,167.55,2.504375198789722e-10,1.4226534742704639e-11,1.343511340548822e-10
UGC06787,21.3,7.45,239.0,3.49,14.44,145.73,166.2,2.4847859569443167e-10,7.256822585552857e-12,1.3120953136014022e-10
UGC06787,21.3,7.56,240.0,10.1,14.86,146.08,164.99,2.4691651729099923e-10,2.078214020532577e-11,1.283695519327484e-10
UGC06787,21.3,8.26,247.0,0.85,17.52,144.87,157.97,2.3936646933379087e-10,1.6474615298277106e-12,1.1091144749634154e-10
UGC06787,21.3,8.98,252.0,8.91,19.64,141.68,151.5,2.2917867260231065e-10,1.6206206134020538e-11,9.559546739919336e-11
UGC06787,21.3,9.09,253.0,7.13,19.85,141.18,150.58,2.2820576626847566e-10,1.2862506826041356e-11,9.352252346336363e-11
UGC06787,21.3,9.3,254.0,0.73,20.28,140.17,148.87,2.24819480255691e-10,1.2922694534382239e-12,8.972667798165159e-11
UGC06787,21.3,10.32,253.0,0.96,21.76,134.57,141.32,2.0100682319577943e-10,1.5254272748454406e-12,7.382187388145537e-11
UGC06787,21.3,11.38,247.0,1.99,22.29,131.1,134.58,1.737405128907832e-10,2.7995434870660614e-12,6.199255542315046e-11
UGC06787,21.3,12.4,238.0,3.15,22.29,127.84,128.93,1.4804088876716663e-10,3.918729408542646e-12,5.306629292230995e-11
UGC06787,21.3,13.41,229.0,1.67,21.87,125.7,123.98,1.2673356205648916e-10,1.8484283723522873e-12,4.625123761009298e-11
UGC06787,21.3,14.43,223.0,3.52,21.55,123.24,119.52,1.1168448599083772e-10,3.5258241317286885e-12,4.055571971352615e-11
UGC06787,21.3,15.44,220.0,1.13,21.55,120.61,115.54,1.0158919534268607e-10,1.0435980976112296e-12,3.5855177467787446e-11
UGC06787,21.3,16.57,220.0,1.12,22.08,117.78,111.53,9.46612659077292e-11,9.638237983332428e-13,3.1548896865258657e-11
UGC06787,21.3,17.58,224.0,1.93,22.61,115.53,108.28,9.249678135788423e-11,1.5939177501849692e-12,2.837431941479394e-11
UGC06787,21.3,18.6,228.0,2.04,23.25,113.08,105.27,9.057455407659993e-11,1.6208078097917882e-12,2.5597533449801183e-11
UGC06787,21.3,19.61,234.0,2.55,24.2,110.31,102.52,9.049062252565816e-11,1.9722315165848574e-12,2.318129480275871e-11
UGC06787,21.3,20.62,239.0,2.91,26.01,107.85,99.98,8.977524432218795e-11,2.186158669268343e-12,2.1201064369936323e-11
UGC06787,21.3,21.64,243.0,3.08,28.66,105.68,97.6,8.84310426351203e-11,2.2417087351125146e-12,1.957879787355505e-11
UGC06787,21.3,22.77,245.0,3.6,31.74,103.62,95.14,8.543161038598947e-11,2.5106432439964255e-12,1.8092733518085952e-11
UGC06787,21.3,23.78,247.0,2.67,34.4,101.87,93.1,8.314411424293998e-11,1.7975286237137632e-12,1.6952676525963013e-11
UGC06787,21.3,24.79,249.0,3.37,36.31,99.95,91.18,8.10534718535055e-11,2.1939775112153696e-12,1.5861479851617875e-11
UGC06787,21.3,25.81,250.0,2.08,37.37,97.79,89.36,7.847683285171362e-11,1.3058544986525146e-12,1.477575077167148e-11
UGC06787,21.3,26.82,251.0,1.68,37.79,95.84,87.67,7.612689635133649e-11,1.0190692101214764e-12,1.3776281039055582e-11
UGC06787,21.3,27.84,251.0,2.78,37.79,94.22,86.04,7.3337764372947e-11,1.6245337446756388e-12,1.286161629965397e-11
UGC06787,21.3,29.41,248.0,3.4,37.26,91.66,83.72,6.777316879224285e-11,1.8582965636582717e-12,1.1565220928665102e-11
UGC06787,21.3,30.99,246.0,2.91,36.63,88.64,81.55,6.328460777025337e-11,1.4972212082230677e-12,1.0379658104171012e-11
UGC06787,21.3,32.57,249.0,3.46,35.88,86.0,79.55,6.16922188286276e-11,1.7144986116229034e-12,9.368226412844079e-12
UGC06787,21.3,34.03,252.0,3.23,35.14,84.24,77.83,6.047676990798558e-11,1.550317196847567e-12,8.593126399083123e-12
UGC06787,21.3,37.19,255.0,4.16,33.12,79.85,74.45,5.6663531405248685e-11,1.848786593300663e-12,7.114994031231795e-12
UGC06818,18.0,0.87,23.4,5.55,3.13,27.44,0.0,2.039679434170295e-11,9.675402444141142e-12,1.4388825368012025e-11
UGC06818,18.0,1.74,28.0,5.2,4.07,38.72,0.0,1.4602131970829782e-11,5.423649017736776e-12,1.4270307834376844e-11
UGC06818,18.0,2.61,36.7,4.25,7.08,40.85,0.0,1.6724035314788204e-11,3.873414173724788e-12,1.0982487578119987e-11
UGC06818,18.0,3.5,47.6,4.25,10.56,41.42,0.0,2.097950880814704e-11,3.746340858597686e-12,8.975308612134095e-12
UGC06818,18.0,4.37,63.3,4.75,13.36,40.22,0.0,2.97149796958392e-11,4.459594109170181e-12,7.32189042385038e-12
UGC06818,18.0,5.24,71.2,5.25,17.35,39.25,0.0,3.135293160511611e-11,4.62367671142864e-12,6.625685125389472e-12
UGC06818,18.0,6.11,68.1,6.0,19.51,37.01,0.0,2.4598151293813552e-11,4.334475998909877e-12,5.651527376125628e-12
UGC06818,18.0,6.98,74.4,6.0,20.91,34.75,0.0,2.5700401214353524e-11,4.145226002315085e-12,4.8333546441231245e-12
UGC06917,18.0,1.74,59.2,3.5,0.0,56.25,0.0,6.527450993654195e-11,7.718269756010028e-12,2.946559833479185e-11
UGC06917,18.0,2.61,71.2,4.0,0.0,59.09,0.0,6.294611555969672e-11,7.0725972538985075e-12,2.1677387036249003e-11
UGC06917,18.0,3.5,84.5,4.4,6.4,61.72,0.0,6.611421234701464e-11,6.885267084659514e-12,1.8015392068831727e-11
UGC06917,18.0,4.37,93.5,4.5,14.66,63.73,0.0,6.483227172344394e-11,6.2405395241817694e-12,1.665383860531824e-11
UGC06917,18.0,5.24,97.5,3.5,17.89,64.38,0.0,5.879324068755819e-11,4.221053177568281e-12,1.4796534233948894e-11
UGC06917,18.0,6.11,100.0,3.5,20.91,64.3,0.0,5.3040577568647544e-11,3.712840429805328e-12,1.3283869972914117e-11
UGC06917,18.0,6.98,101.0,4.0,24.79,64.23,0.0,4.736273571865611e-11,3.751503819299494e-12,1.2430526885766643e-11
UGC06917,18.0,7.85,103.0,3.5,27.59,62.94,0.0,4.379799679199398e-11,2.9765628887762896e-12,1.1319732016596511e-11
UGC06917,18.0,8.72,105.0,4.0,29.1,61.95,0.0,4.09743023694084e-11,3.121851609097783e-12,1.0278738233467073e-11
UGC06917,18.0,9.6,110.0,4.9,32.76,60.68,0.0,4.084732229403835e-11,3.639125077105235e-12,9.837955370133431e-12
